0,0,0
0,25.714,20
0,77.143,20
0,128.57,20
0,180,20
0,231.43,20
0,282.86,20
0,334.29,20
0,15,40
0,45,40
0,75,40
0,105,40
0,135,40
0,165,40
0,195,40
0,225,40
0,255,40
0,285,40
0,315,40
0,345,40
0,11.25,60
0,33.75,60
0,56.25,60
0,78.75,60
0,101.25,60
0,123.75,60
0,146.25,60
0,168.75,60
0,191.25,60
0,213.75,60
0,236.25,60
0,258.75,60
0,281.25,60
0,303.75,60
0,326.25,60
0,348.75,60
0,10,80
0,30,80
0,50,80
0,70,80
0,90,80
0,110,80
0,130,80
0,150,80
0,170,80
0,190,80
0,210,80
0,230,80
0,250,80
0,270,80
0,290,80
0,310,80
0,330,80
0,350,80
0,10,100
0,30,100
0,50,100
0,70,100
0,90,100
0,110,100
0,130,100
0,150,100
0,170,100
0,190,100
0,210,100
0,230,100
0,250,100
0,270,100
0,290,100
0,310,100
0,330,100
0,350,100
0,11.25,120
0,33.75,120
0,56.25,120
0,78.75,120
0,101.25,120
0,123.75,120
0,146.25,120
0,168.75,120
0,191.25,120
0,213.75,120
0,236.25,120
0,258.75,120
0,281.25,120
0,303.75,120
0,326.25,120
0,348.75,120
0,15,140
0,45,140
0,75,140
0,105,140
0,135,140
0,165,140
0,195,140
0,225,140
0,255,140
0,285,140
0,315,140
0,345,140
0,25.714,160
0,77.143,160
0,128.57,160
0,180,160
0,231.43,160
0,282.86,160
0,334.29,160
0,0,180
20,0,0
20,25.714,20
20,77.143,20
20,128.57,20
20,180,20
20,231.43,20
20,282.86,20
20,334.29,20
20,15,40
20,45,40
20,75,40
20,105,40
20,135,40
20,165,40
20,195,40
20,225,40
20,255,40
20,285,40
20,315,40
20,345,40
20,11.25,60
20,33.75,60
20,56.25,60
20,78.75,60
20,101.25,60
20,123.75,60
20,146.25,60
20,168.75,60
20,191.25,60
20,213.75,60
20,236.25,60
20,258.75,60
20,281.25,60
20,303.75,60
20,326.25,60
20,348.75,60
20,10,80
20,30,80
20,50,80
20,70,80
20,90,80
20,110,80
20,130,80
20,150,80
20,170,80
20,190,80
20,210,80
20,230,80
20,250,80
20,270,80
20,290,80
20,310,80
20,330,80
20,350,80
20,10,100
20,30,100
20,50,100
20,70,100
20,90,100
20,110,100
20,130,100
20,150,100
20,170,100
20,190,100
20,210,100
20,230,100
20,250,100
20,270,100
20,290,100
20,310,100
20,330,100
20,350,100
20,11.25,120
20,33.75,120
20,56.25,120
20,78.75,120
20,101.25,120
20,123.75,120
20,146.25,120
20,168.75,120
20,191.25,120
20,213.75,120
20,236.25,120
20,258.75,120
20,281.25,120
20,303.75,120
20,326.25,120
20,348.75,120
20,15,140
20,45,140
20,75,140
20,105,140
20,135,140
20,165,140
20,195,140
20,225,140
20,255,140
20,285,140
20,315,140
20,345,140
20,25.714,160
20,77.143,160
20,128.57,160
20,180,160
20,231.43,160
20,282.86,160
20,334.29,160
20,0,180
40,0,0
40,25.714,20
40,77.143,20
40,128.57,20
40,180,20
40,231.43,20
40,282.86,20
40,334.29,20
40,15,40
40,45,40
40,75,40
40,105,40
40,135,40
40,165,40
40,195,40
40,225,40
40,255,40
40,285,40
40,315,40
40,345,40
40,11.25,60
40,33.75,60
40,56.25,60
40,78.75,60
40,101.25,60
40,123.75,60
40,146.25,60
40,168.75,60
40,191.25,60
40,213.75,60
40,236.25,60
40,258.75,60
40,281.25,60
40,303.75,60
40,326.25,60
40,348.75,60
40,10,80
40,30,80
40,50,80
40,70,80
40,90,80
40,110,80
40,130,80
40,150,80
40,170,80
40,190,80
40,210,80
40,230,80
40,250,80
40,270,80
40,290,80
40,310,80
40,330,80
40,350,80
40,10,100
40,30,100
40,50,100
40,70,100
40,90,100
40,110,100
40,130,100
40,150,100
40,170,100
40,190,100
40,210,100
40,230,100
40,250,100
40,270,100
40,290,100
40,310,100
40,330,100
40,350,100
40,11.25,120
40,33.75,120
40,56.25,120
40,78.75,120
40,101.25,120
40,123.75,120
40,146.25,120
40,168.75,120
40,191.25,120
40,213.75,120
40,236.25,120
40,258.75,120
40,281.25,120
40,303.75,120
40,326.25,120
40,348.75,120
40,15,140
40,45,140
40,75,140
40,105,140
40,135,140
40,165,140
40,195,140
40,225,140
40,255,140
40,285,140
40,315,140
40,345,140
40,25.714,160
40,77.143,160
40,128.57,160
40,180,160
40,231.43,160
40,282.86,160
40,334.29,160
40,0,180
60,0,0
60,25.714,20
60,77.143,20
60,128.57,20
60,180,20
60,231.43,20
60,282.86,20
60,334.29,20
60,15,40
60,45,40
60,75,40
60,105,40
60,135,40
60,165,40
60,195,40
60,225,40
60,255,40
60,285,40
60,315,40
60,345,40
60,11.25,60
60,33.75,60
60,56.25,60
60,78.75,60
60,101.25,60
60,123.75,60
60,146.25,60
60,168.75,60
60,191.25,60
60,213.75,60
60,236.25,60
60,258.75,60
60,281.25,60
60,303.75,60
60,326.25,60
60,348.75,60
60,10,80
60,30,80
60,50,80
60,70,80
60,90,80
60,110,80
60,130,80
60,150,80
60,170,80
60,190,80
60,210,80
60,230,80
60,250,80
60,270,80
60,290,80
60,310,80
60,330,80
60,350,80
60,10,100
60,30,100
60,50,100
60,70,100
60,90,100
60,110,100
60,130,100
60,150,100
60,170,100
60,190,100
60,210,100
60,230,100
60,250,100
60,270,100
60,290,100
60,310,100
60,330,100
60,350,100
60,11.25,120
60,33.75,120
60,56.25,120
60,78.75,120
60,101.25,120
60,123.75,120
60,146.25,120
60,168.75,120
60,191.25,120
60,213.75,120
60,236.25,120
60,258.75,120
60,281.25,120
60,303.75,120
60,326.25,120
60,348.75,120
60,15,140
60,45,140
60,75,140
60,105,140
60,135,140
60,165,140
60,195,140
60,225,140
60,255,140
60,285,140
60,315,140
60,345,140
60,25.714,160
60,77.143,160
60,128.57,160
60,180,160
60,231.43,160
60,282.86,160
60,334.29,160
60,0,180
80,0,0
80,25.714,20
80,77.143,20
80,128.57,20
80,180,20
80,231.43,20
80,282.86,20
80,334.29,20
80,15,40
80,45,40
80,75,40
80,105,40
80,135,40
80,165,40
80,195,40
80,225,40
80,255,40
80,285,40
80,315,40
80,345,40
80,11.25,60
80,33.75,60
80,56.25,60
80,78.75,60
80,101.25,60
80,123.75,60
80,146.25,60
80,168.75,60
80,191.25,60
80,213.75,60
80,236.25,60
80,258.75,60
80,281.25,60
80,303.75,60
80,326.25,60
80,348.75,60
80,10,80
80,30,80
80,50,80
80,70,80
80,90,80
80,110,80
80,130,80
80,150,80
80,170,80
80,190,80
80,210,80
80,230,80
80,250,80
80,270,80
80,290,80
80,310,80
80,330,80
80,350,80
80,10,100
80,30,100
80,50,100
80,70,100
80,90,100
80,110,100
80,130,100
80,150,100
80,170,100
80,190,100
80,210,100
80,230,100
80,250,100
80,270,100
80,290,100
80,310,100
80,330,100
80,350,100
80,11.25,120
80,33.75,120
80,56.25,120
80,78.75,120
80,101.25,120
80,123.75,120
80,146.25,120
80,168.75,120
80,191.25,120
80,213.75,120
80,236.25,120
80,258.75,120
80,281.25,120
80,303.75,120
80,326.25,120
80,348.75,120
80,15,140
80,45,140
80,75,140
80,105,140
80,135,140
80,165,140
80,195,140
80,225,140
80,255,140
80,285,140
80,315,140
80,345,140
80,25.714,160
80,77.143,160
80,128.57,160
80,180,160
80,231.43,160
80,282.86,160
80,334.29,160
80,0,180
100,0,0
100,25.714,20
100,77.143,20
100,128.57,20
100,180,20
100,231.43,20
100,282.86,20
100,334.29,20
100,15,40
100,45,40
100,75,40
100,105,40
100,135,40
100,165,40
100,195,40
100,225,40
100,255,40
100,285,40
100,315,40
100,345,40
100,11.25,60
100,33.75,60
100,56.25,60
100,78.75,60
100,101.25,60
100,123.75,60
100,146.25,60
100,168.75,60
100,191.25,60
100,213.75,60
100,236.25,60
100,258.75,60
100,281.25,60
100,303.75,60
100,326.25,60
100,348.75,60
100,10,80
100,30,80
100,50,80
100,70,80
100,90,80
100,110,80
100,130,80
100,150,80
100,170,80
100,190,80
100,210,80
100,230,80
100,250,80
100,270,80
100,290,80
100,310,80
100,330,80
100,350,80
100,10,100
100,30,100
100,50,100
100,70,100
100,90,100
100,110,100
100,130,100
100,150,100
100,170,100
100,190,100
100,210,100
100,230,100
100,250,100
100,270,100
100,290,100
100,310,100
100,330,100
100,350,100
100,11.25,120
100,33.75,120
100,56.25,120
100,78.75,120
100,101.25,120
100,123.75,120
100,146.25,120
100,168.75,120
100,191.25,120
100,213.75,120
100,236.25,120
100,258.75,120
100,281.25,120
100,303.75,120
100,326.25,120
100,348.75,120
100,15,140
100,45,140
100,75,140
100,105,140
100,135,140
100,165,140
100,195,140
100,225,140
100,255,140
100,285,140
100,315,140
100,345,140
100,25.714,160
100,77.143,160
100,128.57,160
100,180,160
100,231.43,160
100,282.86,160
100,334.29,160
100,0,180
120,0,0
120,25.714,20
120,77.143,20
120,128.57,20
120,180,20
120,231.43,20
120,282.86,20
120,334.29,20
120,15,40
120,45,40
120,75,40
120,105,40
120,135,40
120,165,40
120,195,40
120,225,40
120,255,40
120,285,40
120,315,40
120,345,40
120,11.25,60
120,33.75,60
120,56.25,60
120,78.75,60
120,101.25,60
120,123.75,60
120,146.25,60
120,168.75,60
120,191.25,60
120,213.75,60
120,236.25,60
120,258.75,60
120,281.25,60
120,303.75,60
120,326.25,60
120,348.75,60
120,10,80
120,30,80
120,50,80
120,70,80
120,90,80
120,110,80
120,130,80
120,150,80
120,170,80
120,190,80
120,210,80
120,230,80
120,250,80
120,270,80
120,290,80
120,310,80
120,330,80
120,350,80
120,10,100
120,30,100
120,50,100
120,70,100
