ang_dist,cone_dist,inplane_dist,common_voxels,ccc,ccc_masked,Tight mask overlap
0.0,0.0,0.0,44473.0,0.999999990249726,0.999999990249726,14184
32.47244588100083,19.999999999999996,0.0,41603.0,0.5909923680643691,0.5909923680643691,11962
79.30067380931706,19.999999999999996,0.0,41567.0,0.5356232097009089,0.5356232097009089,11164
129.40693710411193,19.999999999999996,0.0,41547.0,0.5098964748488406,0.5098964748488406,10821
180.0,19.999999999999996,0.0,42305.0,0.493497306862649,0.493497306862649,10607
129.40693710411193,19.999999999999996,0.0,41547.0,0.5072719006452575,0.5072719006452575,10786
79.29778703378494,19.999999999999996,0.0,41567.0,0.5277670307961716,0.5277670307961716,10892
32.469310932113615,19.999999999999996,0.0,41603.0,0.6023718222122755,0.6023718222122755,11999
42.61192517632734,39.99999999999999,0.0,41587.0,0.5757023155413703,0.5757023155413703,11678
59.50832112211903,39.99999999999999,0.0,41495.0,0.5422649073189265,0.5422649073189265,11228
83.59445023255734,39.99999999999999,0.0,41587.0,0.5289299589199247,0.5289299589199247,11159
110.2135873107921,39.99999999999999,0.0,41587.0,0.5164655442690878,0.5164655442690878,11129
137.84814545182678,40.00000000000001,0.0,41495.0,0.5138097907157605,0.5138097907157605,11017
165.90934763373656,39.99999999999999,0.0,41587.0,0.5374293929374682,0.5374293929374682,11244
165.90934763373656,39.99999999999999,0.0,41587.0,0.5473133081007721,0.5473133081007721,11299
137.84814545182678,39.99999999999999,0.0,41495.0,0.5313714266480218,0.5313714266480218,11262
110.2135873107921,39.99999999999999,0.0,41587.0,0.516272895969304,0.516272895969304,10963
83.59445023255734,40.00000000000001,0.0,41587.0,0.5392066599542543,0.5392066599542543,11034
59.50832112211903,39.99999999999999,0.0,41495.0,0.5616032940573406,0.5616032940573406,11360
42.61192517632734,39.99999999999999,0.0,41587.0,0.5777031426932445,0.5777031426932445,11736
60.94893330829594,59.99999999999999,0.0,41569.0,0.5444064041989224,0.5444064041989224,11160
68.06205284778149,59.99999999999999,0.0,41573.0,0.5329418045962071,0.5329418045962071,11002
80.40529210818289,59.99999999999999,0.0,41573.0,0.5196790232993311,0.5196790232993311,10997
95.95125114811331,59.99999999999999,0.0,41569.0,0.5075923981894632,0.5075923981894632,10950
113.34818359846082,59.99999999999999,0.0,41569.0,0.498957578551682,0.498957578551682,11042
131.81116109776812,59.99999999999999,0.0,41573.0,0.502439294814816,0.502439294814816,11001
150.8799767462077,59.99999999999999,0.0,41573.0,0.5078775463015716,0.5078775463015716,11226
170.26113773177377,59.99999999999999,0.0,41569.0,0.5405520625938677,0.5405520625938677,11618
170.26113773177377,59.99999999999999,0.0,41569.0,0.5680917452579117,0.5680917452579117,11843
150.8799767462077,59.99999999999999,0.0,41573.0,0.5554581244378923,0.5554581244378923,11711
131.81116109776812,59.99999999999999,0.0,41573.0,0.555860350071234,0.555860350071234,11264
113.34818359846082,59.99999999999999,0.0,41569.0,0.5464718347707322,0.5464718347707322,11001
95.95125114811331,59.99999999999999,0.0,41569.0,0.5398379955595004,0.5398379955595004,10815
