ang_dist,cone_dist,inplane_dist,common_voxels,ccc,ccc_masked,z_score,z_score_masked,Tight mask overlap
0.0,0.0,0.0,44473.0,0.9999999403953552,0.9999999403953552,13.798697471618652,13.798697471618652,14184
29.999999999999996,0.0,30.0,42313.0,0.5780792236328125,0.5780792236328125,6.687327861785889,6.687327861785889,12030
59.99999999999999,0.0,60.0,42313.0,0.5195808410644531,0.5195808410644531,6.241012096405029,6.241012096405029,11147
90.0,0.0,90.0,44473.0,0.4173641204833984,0.4173641204833984,6.1091837882995605,6.1091837882995605,9981
120.0,0.0,120.0,42313.0,0.4719486236572265,0.4719486236572265,5.846078395843506,5.846078395843506,10293
150.0,0.0,150.0,42313.0,0.473339706659317,0.473339706659317,5.721200942993164,5.721200942993164,10263
180.0,0.0,180.0,44473.0,0.4099631011486053,0.4099631011486053,5.5798211097717285,5.5798211097717285,9509
149.99999999999997,0.0,149.99999999999997,42313.0,0.4629795551300049,0.4629795551300049,5.30979061126709,5.30979061126709,10186
120.0,0.0,120.0,42313.0,0.4523812234401703,0.4523812234401703,5.333584785461426,5.333584785461426,10275
90.00000000000001,0.0,90.0,44473.0,0.4035018384456634,0.4035018384456634,5.8287858963012695,5.8287858963012695,9981
59.99999999999999,0.0,59.99999999999999,42313.0,0.5054053068161011,0.5054053068161011,6.149204254150391,6.149204254150391,11159
30.00000000000004,0.0,30.00000000000003,42313.0,0.5718802809715271,0.5718802809715271,6.69821310043335,6.69821310043335,12080
132.97904749025295,15.942368605628612,0.0,41559.0,0.5028642416000366,0.5028642416000366,5.521839618682861,5.521839618682861,10688
103.3782333177734,15.942368605628612,30.0,41537.0,0.507452130317688,0.507452130317688,5.724545955657959,5.724545955657959,10770
73.98917434272978,15.942368605628612,60.0,41557.0,0.5307649970054626,0.5307649970054626,6.030788421630859,6.030788421630859,11179
45.25458118236716,15.942368605628634,90.0,41559.0,0.5711469650268555,0.5711469650268555,6.314496040344238,6.314496040344238,11748
20.228844275005933,15.942368605628612,120.0,41537.0,0.6336218118667603,0.6336218118667603,6.793819904327393,6.793819904327393,12343
23.636786578742218,15.942368605628612,150.0,41557.0,0.6293683052062988,0.6293683052062988,6.773639678955078,6.773639678955078,12264
49.96396075927565,15.942368605628612,180.0,41559.0,0.5683755278587341,0.5683755278587341,6.28953742980957,6.28953742980957,11365
78.87694608185706,15.942368605628612,149.99999999999997,41537.0,0.5295992493629456,0.5295992493629456,6.011302471160889,6.011302471160889,10756
108.31738451565866,15.942368605628612,120.0,41557.0,0.5133940577507019,0.5133940577507019,5.909453392028809,5.909453392028809,10512
137.93792773592833,15.942368605628634,90.00000000000001,41559.0,0.5141614079475403,0.5141614079475403,5.888177871704102,5.888177871704102,10573
167.62893825664662,15.942368605628634,60.0,41537.0,0.5205226540565491,0.5205226540565491,5.724472522735596,5.724472522735596,10481
162.66270624365308,15.942368605628612,30.00000000000003,41557.0,0.5125409960746765,0.5125409960746765,5.514786720275879,5.514786720275879,10537
23.16217154562648,22.61986494804042,0.0,41589.0,0.6251245141029358,0.6251245141029358,6.766126155853272,6.766126155853272,12268
41.49313061407248,22.619864948040405,30.0,41569.0,0.5658373832702637,0.5658373832702637,6.265717029571533,6.265717029571533,11577
68.42825578862062,22.61986494804042,60.0,41583.0,0.5114707946777344,0.5114707946777344,5.899797439575195,5.899797439575195,10820
97.03783472921886,22.61986494804042,90.0,41589.0,0.5064509510993958,0.5064509510993958,5.9952712059021,5.9952712059021,10454
126.17054822776376,22.61986494804042,120.0,41569.0,0.5052216649055481,0.5052216649055481,5.902658462524414,5.902658462524414,10156
155.5083135702531,22.61986494804042,150.0,41583.0,0.5009930729866028,0.5009930729866028,5.636473178863525,5.636473178863525,10102
175.0819305063375,22.61986494804042,180.0,41589.0,0.4996956884860992,0.4996956884860992,5.358134746551514,5.358134746551514,10029
145.68576233759526,22.619864948040405,149.99999999999997,41569.0,0.4847781658172607,0.4847781658172607,5.164719581604004,5.164719581604004,9991
116.39704991106704,22.61986494804042,120.0,41583.0,0.4699666798114776,0.4699666798114776,5.117331981658936,5.117331981658936,10023
87.38631103569588,22.61986494804042,90.0,41589.0,0.5008863806724548,0.5008863806724548,5.678868293762207,5.678868293762207,10331
59.118263512171794,22.61986494804042,59.99999999999999,41569.0,0.5439949631690979,0.5439949631690979,6.214218616485596,6.214218616485596,11073
33.5816578236426,22.619864948040387,30.00000000000003,41583.0,0.5975269079208374,0.5975269079208374,6.617935657501221,6.617935657501221,11849
143.6593828884442,27.79577249602796,0.0,41597.0,0.5160611867904663,0.5160611867904663,5.888822078704834,5.888822078704834,10813
172.7424677694358,27.79577249602796,30.0,41569.0,0.5158765316009521,0.5158765316009521,5.7140398025512695,5.7140398025512695,10634
158.14431037306366,27.79577249602796,60.0,41535.0,0.4887906312942505,0.4887906312942505,5.395544052124023,5.395544052124023,10499
129.12607574237234,27.79577249602796,90.0,41597.0,0.4899927675724029,0.4899927675724029,5.581229209899902,5.581229209899902,10774
100.3877201538978,27.79577249602797,120.0,41569.0,0.505244791507721,0.505244791507721,5.90418815612793,5.90418815612793,10912
72.3460601898916,27.795772496027947,150.0,41535.0,0.5140165090560913,0.5140165090560913,5.942716598510742,5.942716598510742,11042
46.360091688726406,27.79577249602796,180.0,41597.0,0.5556434988975525,0.5556434988975525,6.219235897064209,6.219235897064209,11485
28.76465087531788,27.795772496027947,149.99999999999997,41569.0,0.6009170413017273,0.6009170413017273,6.5258870124816895,6.5258870124816895,12006
35.635510892888306,27.79577249602796,120.00000000000004,41535.0,0.5960605144500732,0.5960605144500732,6.415501594543457,6.415501594543457,11924
58.95946862015869,27.79577249602796,90.0,41597.0,0.5667197108268738,0.5667197108268738,6.169800758361816,6.169800758361816,11401
86.27752645855567,27.79577249602797,60.0,41569.0,0.5407077074050903,0.5407077074050903,6.05302095413208,6.05302095413208,11078
114.7494949044058,27.79577249602796,30.00000000000003,41535.0,0.5247461795806885,0.5247461795806885,6.0218281745910645,6.0218281745910645,11006
85.18951132095422,32.20422750397202,0.0,41495.0,0.5334058403968811,0.5334058403968811,5.988349914550781,5.988349914550781,10937
58.88198537990512,32.20422750397201,30.0,41543.0,0.5590704679489136,0.5590704679489136,6.193178176879883,6.193178176879883,11440
37.75309570038476,32.204227503972035,60.0,41551.0,0.5826635956764221,0.5826635956764221,6.292056083679199,6.292056083679199,11912
33.6907985252407,32.20422750397201,90.0,41495.0,0.5853977203369141,0.5853977203369141,6.379823207855225,6.379823207855225,11761
50.95923519524122,32.20422750397202,120.0,41543.0,0.5301420092582703,0.5301420092582703,5.991722106933594,5.991722106933594,11009
76.2127341560821,32.20422750397202,150.0,41551.0,0.5214987993240356,0.5214987993240356,6.074227333068848,6.074227333068848,10395
103.75121060105305,32.20422750397202,179.99999999999997,41495.0,0.5002935528755188,0.5002935528755188,5.814633369445801,5.814633369445801,10161
132.1171499871698,32.204227503972035,149.99999999999997,41543.0,0.5033746957778931,0.5033746957778931,5.843516826629639,5.843516826629639,10291
160.82201253881044,32.20422750397202,120.0,41551.0,0.5136297941207886,0.5136297941207886,5.794756412506104,5.794756412506104,10282
