,ang_dist,cone_dist,inplane_dist,common_voxels,ccc,ccc_masked,z_score,z_score_masked,cone_ang_dist,cone_cone_dist,cone_inplane_dist,cone_common_voxels,cone_ccc,cone_ccc_masked,cone_z_score,cone_z_score_masked,inplane_ang_dist,inplane_cone_dist,inplane_inplane_dist,inplane_common_voxels,inplane_ccc,inplane_ccc_masked,inplane_z_score,inplane_z_score_masked
0,0.0,0.0,0.0,41527.0,0.14795899391174316,0.14795899391174316,19.048559188842773,19.048559188842773,0.0,0.0,0.0,41527.0,0.14795899391174316,0.14795899391174316,19.048559188842773,19.048559188842773,0.0,0.0,0.0,41527.0,0.14795899391174316,0.14795899391174316,19.048559188842773,19.048559188842773
1,2.2360452719662183,1.0196630144313306,0.7398816261586774,41561.0,0.14201457798480988,0.14201457798480988,18.297819137573242,18.297819137573242,1.414204587376545,0.9944660146641646,0.6537055755876224,41573.0,0.1470438838005066,0.1470438838005066,18.9788761138916,18.9788761138916,0.9999999999968093,0.18387402217508084,0.0,41533.0,0.14781580865383148,0.14781580865383148,19.01400375366211,19.01400375366211
2,4.471954294130034,2.0392897916671338,1.5235426452151444,41499.0,0.12764933705329895,0.12764933705329895,16.529956817626953,16.529956817626953,2.8283553219044113,1.9921452702754052,1.2055385823381926,41533.0,0.14111432433128357,0.14111432433128357,18.24529266357422,18.24529266357422,1.9999999999998004,0.36773451500135185,0.0,41543.0,0.14191317558288574,0.14191317558288574,18.221569061279297,18.221569061279297
3,6.707590733669517,3.0588441388966436,2.3419753754008923,41511.0,0.11141100525856018,0.11141100525856018,14.529093742370605,14.529093742370605,4.242398336379103,2.993023095310328,1.6777756643163286,41511.0,0.13242630660533905,0.13242630660533905,17.204242706298828,17.204242706298828,2.999999999999602,0.5515679498384654,0.0,41483.0,0.13482515513896942,0.13482515513896942,17.312288284301758,17.312288284301758
4,8.942818091649366,4.078289952042072,3.188654572844115,41501.0,0.09265034645795822,0.09265034645795822,12.124853134155273,12.124853134155273,5.656279734885918,3.997083938311944,2.086659579660676,41523.0,0.12281373888254166,0.12281373888254166,16.08612060546875,16.08612060546875,4.000000000000259,0.735360799484599,0.0,41475.0,0.1280868798494339,0.1280868798494339,16.476085662841797,16.476085662841797
5,11.177499619780882,5.097591260035553,4.058737826424931,41547.0,0.07302927225828171,0.07302927225828171,9.521247863769531,9.521247863769531,7.06994557843028,5.004311389989505,2.4443073911013187,41573.0,0.11480436474084854,0.11480436474084854,15.131823539733887,15.131823539733887,4.9999999999996145,0.9190995388898641,0.0,41505.0,0.12076327204704285,0.12076327204704285,15.5658597946167,15.5658597946167
6,13.41149823696318,6.1167122689845135,4.948556093993119,41589.0,0.056813422590494156,0.056813422590494156,7.295328617095947,7.295328617095947,8.483341870563374,6.014688205169789,2.759939274694318,41541.0,0.10756812244653702,0.10756812244653702,14.232912063598633,14.232912063598633,5.999999999999603,1.1027706458728077,0.0,41561.0,0.11178839951753616,0.11178839951753616,14.418805122375488,14.418805122375488
7,15.644676445529212,7.135617406194274,5.855278591976628,41569.0,0.053812190890312195,0.053812190890312195,6.863468647003174,6.863468647003174,9.89641454298805,7.028196324579945,3.0406937364340934,41549.0,0.0997944325208664,0.0997944325208664,13.242549896240234,13.242549896240234,6.999999999999685,1.2863606018383713,0.0,41545.0,0.10216252505779266,0.10216252505779266,13.2083158493042,13.2083158493042
8,17.876896247126215,8.15427136400546,6.7766861971153105,41561.0,0.05004660412669182,0.05004660412669182,6.364815711975098,6.364815711975098,11.309109441148529,8.044816896442256,3.292182711445804,41539.0,0.09146977961063385,0.09146977961063385,12.132673263549805,12.132673263549805,7.9999999999999,1.4698558924978478,0.0,41559.0,0.09184315800666809,0.09184315800666809,11.901254653930664,11.901254653930664
9,20.108019058157463,9.172639143414386,7.711014473403452,41541.0,0.04942454397678375,0.044566866010427475,6.293943405151367,5.6077561378479,12.721372309794734,9.064530297863666,3.518878323532533,41541.0,0.08157694339752197,0.08157694339752197,10.793588638305664,10.793588638305664,8.999999999999856,1.653243008587625,0.0,41541.0,0.08078961819410324,0.08078961819410324,10.492603302001953,10.492603302001953
10,22.33790562470978,10.190686097435405,8.65684258473678,41531.0,0.05319267138838768,0.04169432446360588,6.845175266265869,5.216249465942383,14.133148778523084,10.087316156003759,3.724387908316004,41589.0,0.07234161347150803,0.07234161347150803,9.494450569152832,9.494450569152832,9.999999999999838,1.836508446592064,0.0,41551.0,0.07064715772867203,0.07064715772867203,9.191035270690918,9.191035270690918
11,24.56641593689481,11.208377974169755,9.613013172873082,41583.0,0.05030009150505066,0.04380827769637108,6.491586208343506,5.564591884613037,15.544384347284582,11.113153369004557,3.9116531793493152,41551.0,0.06184520944952965,0.06184520944952965,8.023015022277832,8.023015022277832,10.999999999999678,2.0196387094626087,0.0,41545.0,0.0613173171877861,0.0613173171877861,7.96659517288208,7.96659517288208
12,26.793409142532457,12.225680959542485,10.578573577876625,41511.0,0.04763922095298767,0.04109421744942665,6.110145568847656,5.176249980926514,16.955024371859913,12.142020126669049,4.083096843925716,41593.0,0.052902720868587494,0.052902720868587494,6.762491703033447,6.762491703033447,11.999999999999808,2.202620307343426,0.0,41537.0,0.0542864054441452,0.0542864054441452,7.021100997924805,7.021100997924805
13,29.018743460102282,13.242561719668878,11.552732050018705,41537.0,0.05213693156838417,0.03698477894067764,6.769578456878662,4.603602409362793,18.365014049296793,13.173893930873442,4.240732145096757,41565.0,0.05092338100075722,0.05092338100075722,6.4853386878967285,6.4853386878967285,12.999999999999929,2.3854397582936544,0.0,41583.0,0.04851089417934418,0.04819292575120926,6.228091716766357,6.1827921867370605
14,31.24227609088957,14.258987442812355,12.534824673646227,41597.0,0.04862721636891365,0.040689919143915176,6.300182342529297,5.160765171051025,19.774298403307757,14.208751615702079,4.386245813196837,41587.0,0.050984978675842285,0.050984978675842285,6.494150638580322,6.494150638580322,13.999999999999945,2.568083589015789,0.0,41547.0,0.04833105579018593,0.04296457767486572,6.215260028839111,5.449298858642578
15,33.46386313025452,15.27492588089466,13.524290064817706,41541.0,0.04740453138947487,0.03936067596077919,6.162527561187744,5.001569747924805,21.182822269620345,15.246569367292189,4.521061657223953,41591.0,0.049445100128650665,0.049445100128650665,6.306026935577393,6.306026935577393,14.999999999999929,2.7505383355810222,0.0,41589.0,0.04604659602046013,0.04283858835697174,5.888515472412109,5.430715560913086
16,35.68335947795273,16.29034539051859,14.520649790752401,41585.0,0.043131664395332336,0.03960083797574043,5.603531360626221,5.0890326499938965,22.590530281282398,16.28732274337898,4.646389865586542,41577.0,0.04973975941538811,0.0467258021235466,6.368541240692139,5.9413228034973145,15.999999999999963,2.9327905441601185,0.0,41503.0,0.04673057049512863,0.043924517929553986,5.963455677032471,5.564487934112549
17,37.900618747433825,17.305214973463713,15.523493055618928,41593.0,0.04671007767319679,0.041127320379018784,6.157572269439697,5.339923858642578,23.99736685391324,17.330986692530203,4.76326562460747,41529.0,0.05365579202771187,0.046402446925640106,6.936821937561035,5.906793594360352,16.99999999999992,3.1148267717548004,0.0,41531.0,0.04852878302335739,0.046631015837192535,6.191447734832764,5.922796726226807
18,40.11549317404762,18.319504316614697,16.53246460547112,41583.0,0.0440000481903553,0.041956257075071335,5.77640962600708,5.476217746734619,25.403276170902156,18.37753557306272,4.872579658966828,41561.0,0.056518182158470154,0.047013819217681885,7.31828498840332,5.972931385040283,17.999999999999886,3.296633586930266,0.0,41585.0,0.05048578232526779,0.047543708235025406,6.4338812828063965,6.019503593444824
19,42.327833522086465,19.333183831281037,17.547255088957968,41573.0,0.04825429245829582,0.03984750062227249,6.3267693519592285,5.105411529541016,26.808202168547027,19.426943171631855,4.975102597656473,41561.0,0.058229997754096985,0.04833533242344856,7.536126136779785,6.139871120452881,18.99999999999998,3.478197570551632,0.0,41607.0,0.05307059735059738,0.04774981364607811,6.746930122375488,6.0028839111328125
20,44.537488990593765,20.346224691867516,18.56759331056142,41575.0,0.04758354648947716,0.03580377995967865,6.17351770401001,4.476452827453613,28.212088521132674,20.479182721486996,5.071504573414558,41577.0,0.05790059641003609,0.048489075154066086,7.4486823081970215,6.1273417472839355,19.99999999999995,3.6595053165211744,0.0,41537.0,0.05587932839989662,0.04576137661933899,7.102462291717529,5.694589614868164
