ang_dist,cone_dist,inplane_dist,common_voxels,ccc,ccc_masked,z_score,z_score_masked,Tight mask overlap
0.0,0.0,0.0,41527.0,0.1479589939117431,0.1479589939117431,19.048559188842773,19.048559188842773,14184
29.99999999999989,5.455551175755655,0.0,41553.0,0.0484338365495204,0.0482138507068157,6.290554046630859,6.258882999420166,12030
59.99999999999993,10.55023323508413,0.0,41537.0,0.0541008822619915,0.0400259047746658,7.155951023101807,5.115208625793457,11147
89.99999999999997,14.941514854700303,0.0,41527.0,0.0531962178647518,0.0422597862780094,6.80557918548584,5.2660322189331055,9981
119.99999999999996,18.3257489930586,0.0,41553.0,0.0552436560392379,0.0475240685045719,7.117755889892578,6.028464317321777,10293
150.0,20.461258193399917,0.0,41537.0,0.052427027374506,0.0477376393973827,6.623603820800781,5.970028400421143,10263
180.0,21.19124791861596,0.0,41527.0,0.061722707003355,0.061722707003355,7.829959869384766,7.829959869384766,9509
149.99999999999997,20.461258193399917,0.0,41553.0,0.054940365254879,0.054940365254879,6.9582200050354,6.9582200050354,10186
120.0,18.3257489930586,0.0,41537.0,0.0501528680324554,0.0397535562515258,6.436628341674805,4.959892749786377,10275
90.00000000000001,14.94151485470033,0.0,41527.0,0.054025799036026,0.0449645444750785,6.970785617828369,5.686922073364258,9981
59.99999999999996,10.55023323508413,0.0,41553.0,0.0482204407453537,0.0432716123759746,6.048248767852783,5.357509136199951,11159
29.999999999999996,5.455551175755655,0.0,41537.0,0.0523077026009559,0.0426083728671073,6.678845882415772,5.312971591949463,12080
132.97904749025298,34.923931316680765,4.639405739164829,41583.0,0.0465143173933029,0.0412119440734386,5.838171482086182,5.094386100769043,10688
103.3782333177734,32.31808509450453,23.182014524528483,41595.0,0.051705814898014,0.0430201739072799,6.518911838531494,5.3095550537109375,10770
73.98917434272981,28.04627110992947,42.2027211569762,41551.0,0.0467729233205318,0.0436235032975673,5.892965316772461,5.45027494430542,11179
45.2545811823671,22.735834969087247,62.56538125850747,41545.0,0.0523240752518177,0.0454778596758842,6.812096118927002,5.831674098968506,11748
20.228844275006008,17.515973234550266,86.77351302737978,41555.0,0.0516373179852962,0.0482134148478508,6.510513782501221,6.03330659866333,12343
23.636786578742218,14.49232597846213,124.72571212794556,41509.0,0.0515435375273227,0.0473462231457233,6.529247283935547,5.941922664642334,12264
49.96396075927562,15.836853962207927,158.34581765723766,41549.0,0.0499898046255111,0.0499898046255111,6.548024654388428,6.548024654388428,11365
78.8769460818571,20.468864085845397,102.5499348598784,41565.0,0.0528010092675685,0.0422599725425243,6.771642208099365,5.283536911010742,10756
108.31738451565865,25.922350281713605,73.81386871792758,41537.0,0.053184725344181,0.0446435995399951,6.738837718963623,5.547369480133057,10512
137.9379277359283,30.721689850524285,52.06291930027493,41549.0,0.0511318072676658,0.0407523103058338,6.61128044128418,5.130476474761963,10573
167.62893825664662,34.07320770250852,32.53888568218383,41529.0,0.063546746969223,0.0414058081805706,8.10712718963623,5.048173427581787,10481
162.66270624365308,35.53365080503271,13.824839452098502,41573.0,0.0469381436705589,0.0443284325301647,5.812459945678711,5.451054096221924,10537
23.16217154562648,22.55575925953746,5.299108130825744,41605.0,0.0603417456150054,0.0603417456150054,7.972349643707275,7.972349643707275,12268
41.49313061407248,21.278283747254637,26.529849210711237,41559.0,0.0488877519965171,0.048527855426073,6.43072509765625,6.378338813781738,11577
68.42825578862066,18.54901260326565,48.531529864999214,41565.0,0.0482990331947803,0.0482990331947803,6.173950672149658,6.173950672149658,10820
97.03783472921889,14.5727758849926,72.51780911187868,41569.0,0.0505419708788394,0.0402351953089237,6.386865615844727,4.946698188781738,10454
126.17054822776376,9.646458022288313,101.2489488403946,41563.0,0.0507028028368949,0.0448401197791099,6.501951694488525,5.671638488769531,10156
155.50831357025314,4.199372349299561,140.72819773092428,41543.0,0.0539874881505966,0.051059540361166,6.82619571685791,6.419286727905273,10102
175.08193050633747,2.398534473943698,166.1633575547761,41561.0,0.0511432997882366,0.0359012112021446,6.358314037322998,4.26066780090332,10029
145.68576233759526,7.777214025668197,119.01855498220776,41533.0,0.0507505349814891,0.0403668396174907,6.451860427856445,4.992161750793457,9991
116.39704991106704,12.94675296039437,85.92353679031181,41589.0,0.0505541153252124,0.0487558655440807,6.319265842437744,6.070266246795654,10023
87.38631103569588,17.292109601690335,60.085676361976766,41589.0,0.0540293678641319,0.0418902859091758,6.854219913482666,5.161357402801514,10331
59.11826351217172,20.483977615185623,37.31296832472796,41567.0,0.0490774400532245,0.0374648682773113,6.235299587249756,4.598265171051025,11073
33.5816578236426,22.284053012144028,15.80064627319814,41541.0,0.0502570420503616,0.0442509651184082,6.488442420959473,5.631178379058838,11849
143.65938288844416,46.56906277142842,5.667154438171622,41545.0,0.0532869584858417,0.0393943935632705,6.786924839019775,4.838770389556885,10813
172.74246776943585,45.815652241480855,28.37613658313924,41571.0,0.0503944344818592,0.0503944344818592,6.416512966156006,6.416512966156006,10634
158.14431037306366,42.88161444731153,51.91530392828133,41539.0,0.0534338094294071,0.0534338094294071,6.6056809425354,6.6056809425354,10499
129.1260757423723,38.25476174208025,77.5018406346774,41515.0,0.0558187291026115,0.0408815070986747,7.227532386779785,5.1092400550842285,10774
100.38772015389782,32.816209446849285,107.51273807734762,41539.0,0.0535618402063846,0.0535618402063846,6.792159557342529,6.792159557342529,10912
72.34606018989165,27.941313499957936,145.68526821404245,41529.0,0.0547656267881393,0.050463743507862,7.047287940979004,6.44013786315918,11042
46.36009168872638,25.473571383902478,168.14625484318293,41521.0,0.0550100468099117,0.0418205447494983,7.104782104492188,5.238206386566162,11485
28.76465087531788,26.70983234159182,125.24137229965116,41581.0,0.0507044531404972,0.0507044531404972,6.410371780395508,6.410371780395508,12006
35.63551089288823,30.962723544603293,91.65010767607596,41571.0,0.0529255494475364,0.0414332374930381,6.902872085571289,5.255209445953369,11924
58.95946862015864,36.38993575236788,64.26304734740582,41571.0,0.0488495677709579,0.0434948951005935,6.269354820251465,5.506938457489014,11401
86.27752645855571,41.42259815685081,39.913324702772144,41575.0,0.0474746450781822,0.0435927435755729,5.8967366218566895,5.358574390411377,11078
